"database_id","target_id","comparator_id","analysis_id","preference_score","target_density","comparator_density"
"HIRA",763,680,1,0,2.90433803109542e-16,1.98203001925962e-16
"HIRA",763,680,1,0.0101010101010101,3.00343487589739e-16,3.25802888595208e-16
"HIRA",763,680,1,0.0202020202020202,4.51066717975779e-16,3.8135121310471e-17
"HIRA",763,680,1,0.0303030303030303,1.38318110073353e-16,1.25525889312222e-17
"HIRA",763,680,1,0.0404040404040404,4.77704281968184e-16,2.82239317178913e-16
"HIRA",763,680,1,0.0505050505050505,2.71005276139624e-16,0
"HIRA",763,680,1,0.0606060606060606,9.74867950996915e-17,1.09672404263058e-16
"HIRA",763,680,1,0.0707070707070707,1.86889819102579e-16,1.45977418004551e-16
"HIRA",763,680,1,0.0808080808080808,8.43858350663604e-17,0
"HIRA",763,680,1,0.0909090909090909,2.52911251248816e-16,1.35135598013106e-16
"HIRA",763,680,1,0.101010101010101,0,5.52655854289602e-17
"HIRA",763,680,1,0.111111111111111,0,2.72035397302898e-16
"HIRA",763,680,1,0.121212121212121,0,0
"HIRA",763,680,1,0.131313131313131,6.59340214682099e-18,0
"HIRA",763,680,1,0.141414141414141,1.0234666820299e-16,3.26635095366089e-17
"HIRA",763,680,1,0.151515151515152,1.3802661891703e-14,2.81449987844326e-14
"HIRA",763,680,1,0.161616161616162,4.20804437762966e-13,3.88031222598121e-12
"HIRA",763,680,1,0.171717171717172,1.05815130834816e-11,2.92782366754454e-10
"HIRA",763,680,1,0.181818181818182,2.0091311967107e-10,1.56668592627302e-08
"HIRA",763,680,1,0.191919191919192,3.33583722598055e-09,4.69961136280086e-07
"HIRA",763,680,1,0.202020202020202,4.2498392606218e-08,8.62244619914708e-06
"HIRA",763,680,1,0.212121212121212,4.39163963125559e-07,9.90945997012243e-05
"HIRA",763,680,1,0.222222222222222,3.72143561732662e-06,0.000675682024629274
"HIRA",763,680,1,0.232323232323232,2.4728723482774e-05,0.00286165731583498
"HIRA",763,680,1,0.242424242424242,0.000136638833570682,0.00744303863091308
"HIRA",763,680,1,0.252525252525253,0.000601161421997337,0.0123816267273681
"HIRA",763,680,1,0.262626262626263,0.00214838952276044,0.0146723046651841
"HIRA",763,680,1,0.272727272727273,0.00631407757366173,0.0160736482027586
"HIRA",763,680,1,0.282828282828283,0.0153214501536965,0.0233142230316239
"HIRA",763,680,1,0.292929292929293,0.0318978527709039,0.0546201191945306
"HIRA",763,680,1,0.303030303030303,0.0590244364464203,0.141155799659801
"HIRA",763,680,1,0.313131313131313,0.10168828415781,0.290453003918609
"HIRA",763,680,1,0.323232323232323,0.166668513017676,0.470675967933722
"HIRA",763,680,1,0.333333333333333,0.255330640351929,0.692835574250263
"HIRA",763,680,1,0.343434343434343,0.356588473867255,1.01200145847998
"HIRA",763,680,1,0.353535353535354,0.45136414760869,1.38574425326803
"HIRA",763,680,1,0.363636363636364,0.534547728818098,1.70350470284149
"HIRA",763,680,1,0.373737373737374,0.628563469208039,1.9480135779918
"HIRA",763,680,1,0.383838383838384,0.7677866215558,2.26040588745853
"HIRA",763,680,1,0.393939393939394,0.973039216584074,2.83433315718244
"HIRA",763,680,1,0.404040404040404,1.24254959883553,3.61174779920209
"HIRA",763,680,1,0.414141414141414,1.57394768821083,4.20277639623921
"HIRA",763,680,1,0.424242424242424,1.97848410780074,4.41429637756982
"HIRA",763,680,1,0.434343434343434,2.46595237893216,4.50202712546391
"HIRA",763,680,1,0.444444444444444,3.02327002492822,4.63730848490214
"HIRA",763,680,1,0.454545454545455,3.60034518766419,4.77637244899966
"HIRA",763,680,1,0.464646464646465,4.1262221328944,4.95242407612141
"HIRA",763,680,1,0.474747474747475,4.53116311748126,5.14819768299017
"HIRA",763,680,1,0.484848484848485,4.77651587768029,5.22887490299855
"HIRA",763,680,1,0.494949494949495,4.85749310815186,5.17756487045661
"HIRA",763,680,1,0.505050505050505,4.80083179743895,4.97629640922414
"HIRA",763,680,1,0.515151515151515,4.64104533350524,4.53217936179878
"HIRA",763,680,1,0.525252525252525,4.41593009074313,3.94545581855115
"HIRA",763,680,1,0.535353535353535,4.169197013185,3.46524636969788
"HIRA",763,680,1,0.545454545454546,3.94200868746105,3.20975654649449
"HIRA",763,680,1,0.555555555555556,3.76124978729932,3.09913483915211
"HIRA",763,680,1,0.565656565656566,3.63442824847958,2.94443599930743
"HIRA",763,680,1,0.575757575757576,3.55320848573182,2.62318161790889
"HIRA",763,680,1,0.585858585858586,3.49104756897869,2.20171759390197
"HIRA",763,680,1,0.595959595959596,3.40360857651726,1.81620765253253
"HIRA",763,680,1,0.606060606060606,3.24849871290088,1.48552778907105
"HIRA",763,680,1,0.616161616161616,3.019723891675,1.16383243433483
"HIRA",763,680,1,0.626262626262626,2.75512933989591,0.862820580682909
"HIRA",763,680,1,0.636363636363636,2.5015967640607,0.643976890358351
"HIRA",763,680,1,0.646464646464647,2.27122369417257,0.530076113613032
"HIRA",763,680,1,0.656565656565657,2.03595695905649,0.468738038870371
"HIRA",763,680,1,0.666666666666667,1.76280977446699,0.410019287795687
"HIRA",763,680,1,0.676767676767677,1.44997992935421,0.348743998062165
"HIRA",763,680,1,0.686868686868687,1.13254316971138,0.287449597137988
"HIRA",763,680,1,0.696969696969697,0.851691095766061,0.212624332312109
"HIRA",763,680,1,0.707070707070707,0.624780773950851,0.130663888315167
"HIRA",763,680,1,0.717171717171717,0.444487198399837,0.0721330049125116
"HIRA",763,680,1,0.727272727272727,0.298895136734881,0.0463088517332891
"HIRA",763,680,1,0.737373737373737,0.183443484130367,0.0346648248170462
"HIRA",763,680,1,0.747474747474748,0.10014638086913,0.0254458486269993
"HIRA",763,680,1,0.757575757575758,0.0476579073661266,0.0182070993046313
"HIRA",763,680,1,0.767676767676768,0.0194145364110274,0.011689277932927
"HIRA",763,680,1,0.777777777777778,0.00676418082051375,0.0055531106533888
"HIRA",763,680,1,0.787878787878788,0.00196169754418152,0.00173295021616893
"HIRA",763,680,1,0.797979797979798,0.000476080041451986,0.000333931859348099
"HIRA",763,680,1,0.808080808080808,9.54383128995642e-05,3.99115743497338e-05
"HIRA",763,680,1,0.818181818181818,1.53848923492787e-05,2.9322918925416e-06
"HIRA",763,680,1,0.828282828282828,2.09434430185642e-06,1.24437945775464e-07
"HIRA",763,680,1,0.838383838383838,2.24706487025269e-07,3.5452766707756e-09
"HIRA",763,680,1,0.848484848484849,1.98631340853109e-08,5.77164700464554e-11
"HIRA",763,680,1,0.858585858585859,1.43390243872176e-09,5.41378715439664e-13
"HIRA",763,680,1,0.868686868686869,7.91867783596352e-11,3.53683012750829e-15
"HIRA",763,680,1,0.878787878787879,3.85893553452769e-12,4.67593089711513e-17
"HIRA",763,680,1,0.888888888888889,1.41687911760296e-13,0
"HIRA",763,680,1,0.898989898989899,4.25113734492503e-15,0
"HIRA",763,680,1,0.909090909090909,0,6.37093377194877e-18
"HIRA",763,680,1,0.919191919191919,0,0
"HIRA",763,680,1,0.929292929292929,0,5.16507352455506e-17
"HIRA",763,680,1,0.939393939393939,0,0
"HIRA",763,680,1,0.94949494949495,0,1.88782323249873e-16
"HIRA",763,680,1,0.95959595959596,0,0
"HIRA",763,680,1,0.96969696969697,5.36720792120878e-17,0
"HIRA",763,680,1,0.97979797979798,0,2.5423414206979e-17
"HIRA",763,680,1,0.98989898989899,0,0
"HIRA",763,680,1,1,0,0
"HIRA",763,680,2,0,1.07298335841502e-15,3.94136227342052e-16
"HIRA",763,680,2,0.0101010101010101,0.0662942013581315,0
"HIRA",763,680,2,0.0202020202020202,0.0551843209177677,0.0778102882992121
"HIRA",763,680,2,0.0303030303030303,0.354166666666658,0.450757575757568
"HIRA",763,680,2,0.0404040404040404,0.0646277305434522,0.0774383147202518
"HIRA",763,680,2,0.0505050505050505,0.00119069998107499,0.0512612960522214
"HIRA",763,680,2,0.0606060606060606,0.182988779742221,0
"HIRA",763,680,2,0.0707070707070707,0,0.0196607478326468
"HIRA",763,680,2,0.0808080808080808,0,0.1926087690543
"HIRA",763,680,2,0.0909090909090909,0.061818800168539,0.204561708822005
"HIRA",763,680,2,0.101010101010101,0.108759338430912,0.0436293369534936
"HIRA",763,680,2,0.111111111111111,0,0.00535313160766219
"HIRA",763,680,2,0.121212121212121,0.0398377933318262,0.00675685901014207
"HIRA",763,680,2,0.131313131313131,0.00104163016383303,0.0765278282756767
"HIRA",763,680,2,0.141414141414141,0,0
"HIRA",763,680,2,0.151515151515152,0.079050873264059,0.0912831992482024
"HIRA",763,680,2,0.161616161616162,0.0349638982180025,0.00775827761587471
"HIRA",763,680,2,0.171717171717172,0,0
"HIRA",763,680,2,0.181818181818182,0.047737355757359,0.0377351294659135
"HIRA",763,680,2,0.191919191919192,0.0249950072748618,0.00591688524366459
"HIRA",763,680,2,0.202020202020202,0,0
"HIRA",763,680,2,0.212121212121212,0,0.0969321925471406
"HIRA",763,680,2,0.222222222222222,0,0.0113435569083427
"HIRA",763,680,2,0.232323232323232,0.055103930127176,0.0498623500896752
"HIRA",763,680,2,0.242424242424242,0.024112274156153,0
"HIRA",763,680,2,0.252525252525253,0.120597698393621,0.00600939932796398
"HIRA",763,680,2,0.262626262626263,0.166326611522707,0.450256712913371
"HIRA",763,680,2,0.272727272727273,0.133534953806639,0.292236163330372
"HIRA",763,680,2,0.282828282828283,0,0
"HIRA",763,680,2,0.292929292929293,0.0433948865143901,0.0357353466850716
"HIRA",763,680,2,0.303030303030303,0.48407460870989,0.58770502652697
"HIRA",763,680,2,0.313131313131313,0,0
"HIRA",763,680,2,0.323232323232323,0.0805931713299832,0.00613058927646652
"HIRA",763,680,2,0.333333333333333,0.160264520872734,0.291657729440768
"HIRA",763,680,2,0.343434343434343,0.0491463549349285,0.108797011750338
"HIRA",763,680,2,0.353535353535354,0,0.0530777889064029
"HIRA",763,680,2,0.363636363636364,0.000795184845837123,0.136283694723053
"HIRA",763,680,2,0.373737373737374,0,0.00132927605015226
"HIRA",763,680,2,0.383838383838384,0.0116034536234873,0.0390180235957802
"HIRA",763,680,2,0.393939393939394,0.00541158686145466,0.0359536201873648
"HIRA",763,680,2,0.404040404040404,0.617514404299816,1.31629893467147
"HIRA",763,680,2,0.414141414141414,0.102132721831758,0.008799211628342
"HIRA",763,680,2,0.424242424242424,0,0.0526808700384413
"HIRA",763,680,2,0.434343434343434,0,0.0259018459381593
"HIRA",763,680,2,0.444444444444444,0.320810108263784,0.999020726669859
"HIRA",763,680,2,0.454545454545455,0,0
"HIRA",763,680,2,0.464646464646465,0,0.200095762026806
"HIRA",763,680,2,0.474747474747475,0.0293498199061906,0.512300481907987
"HIRA",763,680,2,0.484848484848485,0.262987535964766,0.41615873838175
"HIRA",763,680,2,0.494949494949495,0.0138534048702657,0.03577363492766
"HIRA",763,680,2,0.505050505050505,0,0
"HIRA",763,680,2,0.515151515151515,3.23726401966402,4.43990089536737
"HIRA",763,680,2,0.525252525252525,0,0.109146356006088
"HIRA",763,680,2,0.535353535353535,0,0.0889420469061216
"HIRA",763,680,2,0.545454545454546,0.0972035602276044,0.174159434302544
"HIRA",763,680,2,0.555555555555556,0,0
"HIRA",763,680,2,0.565656565656566,0.0906804795411963,0.122881842551353
"HIRA",763,680,2,0.575757575757576,0.00176902325237818,0.0241442934729473
"HIRA",763,680,2,0.585858585858586,0.116077492580005,0.267514405482219
"HIRA",763,680,2,0.595959595959596,0,0.0551585159398456
"HIRA",763,680,2,0.606060606060606,0.018669286841008,0.0805351081093011
"HIRA",763,680,2,0.616161616161616,0.163911056189702,0.0505871395190412
"HIRA",763,680,2,0.626262626262626,0.00250742390736149,0
"HIRA",763,680,2,0.636363636363636,0,0.0301282216542939
"HIRA",763,680,2,0.646464646464647,0.23325771233199,0.406522007576539
"HIRA",763,680,2,0.656565656565657,0.291100096626086,0.584423999496059
"HIRA",763,680,2,0.666666666666667,0.0112293391572789,0
"HIRA",763,680,2,0.676767676767677,0.185454609116493,0.0581471531478393
"HIRA",763,680,2,0.686868686868687,0,0.000279970573348019
"HIRA",763,680,2,0.696969696969697,0.0242876442244492,0.0150162093027182
"HIRA",763,680,2,0.707070707070707,0,0
"HIRA",763,680,2,0.717171717171717,0.433868044690104,0.504869801707432
"HIRA",763,680,2,0.727272727272727,0.105428149535667,0.251177525792606
"HIRA",763,680,2,0.737373737373737,0,0
"HIRA",763,680,2,0.747474747474748,0.0966239233348986,0.0553378315248668
"HIRA",763,680,2,0.757575757575758,0.00494633713760139,0
"HIRA",763,680,2,0.767676767676768,0,0
"HIRA",763,680,2,0.777777777777778,0.0485151893670101,0.00907484552667462
"HIRA",763,680,2,0.787878787878788,0.00478507299388352,0
"HIRA",763,680,2,0.797979797979798,0.0337825749234415,0.0662934847286011
"HIRA",763,680,2,0.808080808080808,0.0680460432815,0.0969741843719924
"HIRA",763,680,2,0.818181818181818,0.0599572751361921,0.0880105544467035
"HIRA",763,680,2,0.828282828282828,0,0
"HIRA",763,680,2,0.838383838383838,0.0193538692037535,0.0173840386598452
"HIRA",763,680,2,0.848484848484849,0,0.0592099872339946
"HIRA",763,680,2,0.858585858585859,0.41762467966823,0.115085086026321
"HIRA",763,680,2,0.868686868686869,0.00927050845811211,0
"HIRA",763,680,2,0.878787878787879,0.0963848158724734,0.166545701279865
"HIRA",763,680,2,0.888888888888889,0,0
"HIRA",763,680,2,0.898989898989899,0.408076674214118,0.667700241999283
"HIRA",763,680,2,0.909090909090909,0,0.104392317663806
"HIRA",763,680,2,0.919191919191919,0,0.104064650201839
"HIRA",763,680,2,0.929292929292929,0.00211330256223783,0.286680509208295
"HIRA",763,680,2,0.939393939393939,0.00391082207184698,0
"HIRA",763,680,2,0.94949494949495,0.000282791245505459,0.0258527344352628
"HIRA",763,680,2,0.95959595959596,0.139289394033989,0.212153466802757
"HIRA",763,680,2,0.96969696969697,0.490077484771124,0.739427789854384
"HIRA",763,680,2,0.97979797979798,0.015321570752978,0.0165920544515579
"HIRA",763,680,2,0.98989898989899,0.115252197746521,0
"HIRA",763,680,2,1,0.5,3.5
"HIRA",763,680,3,0,2.90433803109542e-16,1.98203001925962e-16
"HIRA",763,680,3,0.0101010101010101,3.00343487589739e-16,3.25802888595208e-16
"HIRA",763,680,3,0.0202020202020202,4.51066717975779e-16,3.8135121310471e-17
"HIRA",763,680,3,0.0303030303030303,1.38318110073353e-16,1.25525889312222e-17
"HIRA",763,680,3,0.0404040404040404,4.77704281968184e-16,2.82239317178913e-16
"HIRA",763,680,3,0.0505050505050505,2.71005276139624e-16,0
"HIRA",763,680,3,0.0606060606060606,9.74867950996915e-17,1.09672404263058e-16
"HIRA",763,680,3,0.0707070707070707,1.86889819102579e-16,1.45977418004551e-16
"HIRA",763,680,3,0.0808080808080808,8.43858350663604e-17,0
"HIRA",763,680,3,0.0909090909090909,2.52911251248816e-16,1.35135598013106e-16
"HIRA",763,680,3,0.101010101010101,0,5.52655854289602e-17
"HIRA",763,680,3,0.111111111111111,0,2.72035397302898e-16
"HIRA",763,680,3,0.121212121212121,0,0
"HIRA",763,680,3,0.131313131313131,6.59340214682099e-18,0
"HIRA",763,680,3,0.141414141414141,1.0234666820299e-16,3.26635095366089e-17
"HIRA",763,680,3,0.151515151515152,1.3802661891703e-14,2.81449987844326e-14
"HIRA",763,680,3,0.161616161616162,4.20804437762966e-13,3.88031222598121e-12
"HIRA",763,680,3,0.171717171717172,1.05815130834816e-11,2.92782366754454e-10
"HIRA",763,680,3,0.181818181818182,2.0091311967107e-10,1.56668592627302e-08
"HIRA",763,680,3,0.191919191919192,3.33583722598055e-09,4.69961136280086e-07
"HIRA",763,680,3,0.202020202020202,4.2498392606218e-08,8.62244619914708e-06
"HIRA",763,680,3,0.212121212121212,4.39163963125559e-07,9.90945997012243e-05
"HIRA",763,680,3,0.222222222222222,3.72143561732662e-06,0.000675682024629274
"HIRA",763,680,3,0.232323232323232,2.4728723482774e-05,0.00286165731583498
"HIRA",763,680,3,0.242424242424242,0.000136638833570682,0.00744303863091308
"HIRA",763,680,3,0.252525252525253,0.000601161421997337,0.0123816267273681
"HIRA",763,680,3,0.262626262626263,0.00214838952276044,0.0146723046651841
"HIRA",763,680,3,0.272727272727273,0.00631407757366173,0.0160736482027586
"HIRA",763,680,3,0.282828282828283,0.0153214501536965,0.0233142230316239
"HIRA",763,680,3,0.292929292929293,0.0318978527709039,0.0546201191945306
"HIRA",763,680,3,0.303030303030303,0.0590244364464203,0.141155799659801
"HIRA",763,680,3,0.313131313131313,0.10168828415781,0.290453003918609
"HIRA",763,680,3,0.323232323232323,0.166668513017676,0.470675967933722
"HIRA",763,680,3,0.333333333333333,0.255330640351929,0.692835574250263
"HIRA",763,680,3,0.343434343434343,0.356588473867255,1.01200145847998
"HIRA",763,680,3,0.353535353535354,0.45136414760869,1.38574425326803
"HIRA",763,680,3,0.363636363636364,0.534547728818098,1.70350470284149
"HIRA",763,680,3,0.373737373737374,0.628563469208039,1.9480135779918
"HIRA",763,680,3,0.383838383838384,0.7677866215558,2.26040588745853
"HIRA",763,680,3,0.393939393939394,0.973039216584074,2.83433315718244
"HIRA",763,680,3,0.404040404040404,1.24254959883553,3.61174779920209
"HIRA",763,680,3,0.414141414141414,1.57394768821083,4.20277639623921
"HIRA",763,680,3,0.424242424242424,1.97848410780074,4.41429637756982
"HIRA",763,680,3,0.434343434343434,2.46595237893216,4.50202712546391
"HIRA",763,680,3,0.444444444444444,3.02327002492822,4.63730848490214
"HIRA",763,680,3,0.454545454545455,3.60034518766419,4.77637244899966
"HIRA",763,680,3,0.464646464646465,4.1262221328944,4.95242407612141
"HIRA",763,680,3,0.474747474747475,4.53116311748126,5.14819768299017
"HIRA",763,680,3,0.484848484848485,4.77651587768029,5.22887490299855
"HIRA",763,680,3,0.494949494949495,4.85749310815186,5.17756487045661
"HIRA",763,680,3,0.505050505050505,4.80083179743895,4.97629640922414
"HIRA",763,680,3,0.515151515151515,4.64104533350524,4.53217936179878
"HIRA",763,680,3,0.525252525252525,4.41593009074313,3.94545581855115
"HIRA",763,680,3,0.535353535353535,4.169197013185,3.46524636969788
"HIRA",763,680,3,0.545454545454546,3.94200868746105,3.20975654649449
"HIRA",763,680,3,0.555555555555556,3.76124978729932,3.09913483915211
"HIRA",763,680,3,0.565656565656566,3.63442824847958,2.94443599930743
"HIRA",763,680,3,0.575757575757576,3.55320848573182,2.62318161790889
"HIRA",763,680,3,0.585858585858586,3.49104756897869,2.20171759390197
"HIRA",763,680,3,0.595959595959596,3.40360857651726,1.81620765253253
"HIRA",763,680,3,0.606060606060606,3.24849871290088,1.48552778907105
"HIRA",763,680,3,0.616161616161616,3.019723891675,1.16383243433483
"HIRA",763,680,3,0.626262626262626,2.75512933989591,0.862820580682909
"HIRA",763,680,3,0.636363636363636,2.5015967640607,0.643976890358351
"HIRA",763,680,3,0.646464646464647,2.27122369417257,0.530076113613032
"HIRA",763,680,3,0.656565656565657,2.03595695905649,0.468738038870371
"HIRA",763,680,3,0.666666666666667,1.76280977446699,0.410019287795687
"HIRA",763,680,3,0.676767676767677,1.44997992935421,0.348743998062165
"HIRA",763,680,3,0.686868686868687,1.13254316971138,0.287449597137988
"HIRA",763,680,3,0.696969696969697,0.851691095766061,0.212624332312109
"HIRA",763,680,3,0.707070707070707,0.624780773950851,0.130663888315167
"HIRA",763,680,3,0.717171717171717,0.444487198399837,0.0721330049125116
"HIRA",763,680,3,0.727272727272727,0.298895136734881,0.0463088517332891
"HIRA",763,680,3,0.737373737373737,0.183443484130367,0.0346648248170462
"HIRA",763,680,3,0.747474747474748,0.10014638086913,0.0254458486269993
"HIRA",763,680,3,0.757575757575758,0.0476579073661266,0.0182070993046313
"HIRA",763,680,3,0.767676767676768,0.0194145364110274,0.011689277932927
"HIRA",763,680,3,0.777777777777778,0.00676418082051375,0.0055531106533888
"HIRA",763,680,3,0.787878787878788,0.00196169754418152,0.00173295021616893
"HIRA",763,680,3,0.797979797979798,0.000476080041451986,0.000333931859348099
"HIRA",763,680,3,0.808080808080808,9.54383128995642e-05,3.99115743497338e-05
"HIRA",763,680,3,0.818181818181818,1.53848923492787e-05,2.9322918925416e-06
"HIRA",763,680,3,0.828282828282828,2.09434430185642e-06,1.24437945775464e-07
"HIRA",763,680,3,0.838383838383838,2.24706487025269e-07,3.5452766707756e-09
"HIRA",763,680,3,0.848484848484849,1.98631340853109e-08,5.77164700464554e-11
"HIRA",763,680,3,0.858585858585859,1.43390243872176e-09,5.41378715439664e-13
"HIRA",763,680,3,0.868686868686869,7.91867783596352e-11,3.53683012750829e-15
"HIRA",763,680,3,0.878787878787879,3.85893553452769e-12,4.67593089711513e-17
"HIRA",763,680,3,0.888888888888889,1.41687911760296e-13,0
"HIRA",763,680,3,0.898989898989899,4.25113734492503e-15,0
"HIRA",763,680,3,0.909090909090909,0,6.37093377194877e-18
"HIRA",763,680,3,0.919191919191919,0,0
"HIRA",763,680,3,0.929292929292929,0,5.16507352455506e-17
"HIRA",763,680,3,0.939393939393939,0,0
"HIRA",763,680,3,0.94949494949495,0,1.88782323249873e-16
"HIRA",763,680,3,0.95959595959596,0,0
"HIRA",763,680,3,0.96969696969697,5.36720792120878e-17,0
"HIRA",763,680,3,0.97979797979798,0,2.5423414206979e-17
"HIRA",763,680,3,0.98989898989899,0,0
"HIRA",763,680,3,1,0,0
